key_id,mid,uname,sex,birthday,fans,friend,attention,sign,cur_level,pid,p_name,nid,n_name,n_level,n_condition,official_role,official_title,official_desc,official_type,official_veri_type,official_veri_desc,vip_type,vip_status,archive_count,article_count,follower,like_num
614,4522363,BM北美,男,,3216,85,85,pw上分包天私信，每天晚上7点直播,6,0,,0,,,,0,,,-1,-1,,2,1,145,0,3216,11871
615,38068403,路边de大叔,男,,185103,162,162,模型分享，定格动画,6,0,,3,白银殿堂,高级勋章,单个自制视频总播放数>=10万,1,bilibili 知名动漫UP主,,0,0,bilibili 知名动漫UP主,2,1,847,0,185103,1440387
616,39180492,蒸気火鸡,保密,,724179,21,21,"商务合作：vaporpc@qq.com
群：816530617",6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 知名科技UP主,代表作《火鸡快讯》《诚实VR游戏测评》,0,0,bilibili 知名科技UP主,2,1,704,0,724179,10050197
617,93629585,爱吃瓜的小胖墩,女,,919254,45,45,追星有什么乐趣？吃瓜更开心！,6,0,,0,,,,1,bilibili 知名娱乐UP主,,0,0,bilibili 知名娱乐UP主,1,0,107,0,919254,10266911
618,29296192,虫哥说电影,男,,3040008,138,138,【商务合作】wx：cywh378,6,5474,12周年夏日狂欢,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 知名影视UP主,,0,0,bilibili 知名影视UP主,2,1,533,0,3040008,34287681
619,513963666,皇马Nino丶CR7777伯纳乌,男,,113425,302,302,卑微求过审的up！佛系更新，过审的视频赶紧速看缓存。皇马实时比赛无法过审望周知,6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,0,,,-1,-1,,1,0,922,0,113425,1988351
620,14871346,硬件茶谈,男,,2378934,210,210,"商业合作VX：yang_10-14
（修电脑勿加，请备注来意）
淘宝电脑店：硬件茶谈
（唯一店铺，没有分店）",6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 知名科技UP主,,0,0,bilibili 知名科技UP主,2,1,183,0,2378934,8616927
621,1920253,王知无,保密,,546513,192,192,进化成更好的人 商业合作请联系：VX：13311286278,6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,1,bilibili 知名影视UP主,,0,0,bilibili 知名影视UP主,2,1,223,0,546513,2788882
622,550674844,地上足球888,女,,333328,12,12,谢谢大家的支持三连，商务合作请站内私信。,6,0,,3,白银殿堂,高级勋章,单个自制视频总播放数>=10万,0,,,-1,-1,,1,0,462,0,333328,2836189
623,397286677,龍影Jackiemovie,男,,149340,641,641,解析优秀经典动作电影！合作加V:AYy952701 备注来意,6,0,,3,白银殿堂,高级勋章,单个自制视频总播放数>=10万,1,bilibili 知名影视UP主,,0,0,bilibili 知名影视UP主,2,1,165,0,149340,1647424
624,328852437,二路高能时刻,男,,19665,23,23,专注二路  切片王,6,0,,0,,,,0,,,-1,-1,,1,0,1736,0,19665,757922
625,297594331,初遇ML,保密,,124982,70,70,关注数码区全能宝藏UP每月都会做数码推荐 只为更多小白买到好数码产品 必回的UP   (V: Chuyusw说明来意) ,6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,7,知识领域优质UP主,,0,0,知识领域优质UP主,1,0,375,0,124982,701750
626,1858969734,楼下粉猪君,男,,283954,70,70,粉猪是娱乐圈第二帅！快关注起来,6,0,,0,,,,1,bilibili 知名影视UP主,,0,0,bilibili 知名影视UP主,1,0,402,0,283954,1813203
627,344934966,LNG_Ale,男,,175859,11,11,,4,0,,0,,,,2,LNG战队英雄联盟职业选手,,0,0,LNG战队英雄联盟职业选手,2,1,33,0,175859,12580
628,1873141867,BLGCrisp,保密,,358664,11,11,,5,0,,0,,,,0,,,-1,-1,,1,0,6,0,358664,138758
629,382981160,EDG爱德朱,保密,,27976,33,33,,3,0,,0,,,,2,EDG战队创始人,,0,0,EDG战队创始人,2,1,0,0,27976,12380
630,22928023,蓝色正午,保密,,28410,228,228,,6,0,,3,白银殿堂,高级勋章,单个自制视频总播放数>=10万,0,,,-1,-1,,1,0,2333,0,28410,769473
631,1803198,如苍如红,保密,,850,406,406,"梦里迢迢

JackeyLove全肯定bot",6,0,,74,大会员2018年度勋章,稀有勋章,2018.6.26-7.8某一天是年度大会员,0,,,-1,-1,,1,0,181,0,850,93597
632,387485900,希然Iris,女,,439750,27,27,微博@希然Iris VX：MarshallTT_ 合作邮箱：tongshuai@midmarch-china.com ,6,0,,0,,,,2,英雄联盟官方主持人希然,,0,0,英雄联盟官方主持人希然,2,1,260,0,439750,1095186
633,1421797450,发明家101,保密,,302106,63,63,Youtube 的 Inventor 101 ，很高兴能入驻b站，非常感谢大家的观看,6,0,,0,,,,1,bilibili 知名UP主,,0,0,bilibili 知名UP主,2,1,157,0,302106,1534816
634,1920119491,MOSHOW模寿,保密,,32660,110,110,MOSHOWTOYS官方账号,5,0,,0,,,,3,东莞千臣文化产业有限公司官方账号,,1,1,东莞千臣文化产业有限公司官方账号,1,0,94,0,32660,53891
635,8991240,一年差九日,女,,5093,69,69,愉快领退休金,5,0,,0,,,,0,,,-1,-1,,1,0,1409,0,5093,23914
636,12627222,快乐小猪哼酱,保密,,309,103,103,彼此坚定地做出好多好多个同样的决定。,6,0,,74,大会员2018年度勋章,稀有勋章,2018.6.26-7.8某一天是年度大会员,0,,,-1,-1,,2,1,71,0,309,10839
637,229531337,于老爷子鱼小谦,男,,263,120,120,人生在世，就图个乐，不快乐活着就没意义,5,0,,57,收集萌新,普通勋章,同时拥有粉丝勋章>=5个,0,,,-1,-1,,1,0,174,0,263,4604
638,57214324,小芃路子野,女,,1410843,76,76,这个up超旺粉，关注她的人后来都发财了~~     ,6,0,,0,,,,1,bilibili 知名搞笑UP主,,0,0,bilibili 知名搞笑UP主,2,1,93,0,1410843,13807032
639,382189062,Youtube中文字幕组,保密,,2098274,197,197,"视频翻译，商务合作联系方式如下
微信： youtubead888   QQ：2653355645",6,0,,3,白银殿堂,高级勋章,单个自制视频总播放数>=10万,1,bilibili 知名UP主,,0,0,bilibili 知名UP主,2,1,295,0,2098274,12219707
640,669154966,椒盐说影,男,,455831,64,64,红旗之下，向阳而生！95后资深影迷，冷门宝藏电影发掘小能手！商务合作VX：oyxlcjk,6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 知名影视UP主,,0,0,bilibili 知名影视UP主,1,0,269,0,455831,2140968
641,2029306,-评头论足-,男,,1057241,2,2,每周分享有趣的模玩周边。淘宝店铺搜索 【评头论足 】 商务合作pinggaoda@qq.com,6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 知名动漫UP主,模型玩具分享视频栏目《评头论足》,0,0,bilibili 知名动漫UP主,2,1,906,0,1057241,11141392
642,8893909,刘哥模玩,男,,609867,32,32,"商业合作邮箱:1915167265@qq.com 
微信公众号/微博：刘哥模玩    ",6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,1,bilibili 知名动漫UP主,,0,0,bilibili 知名动漫UP主,2,1,970,0,609867,5125312
643,1257954297,铁锤观察室,保密,,544340,54,54,公号「铁锤微观」，文字先发。,6,0,,0,,,,0,,,-1,-1,,0,0,189,0,544340,3246550
644,347667464,老爸评测,男,,4004556,81,81,独立评测+科普。公司目前300余人，有老爸评测/老爸商城/老爸实验室甲醛仪漂流/老爸抽检，四个板块。,6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 2021百大UP主、知名UP主,,0,0,bilibili 2021百大UP主、知名UP主,1,0,259,0,4004556,21564572
645,401923647,我只是一位看客丶,男,,14,119,119,“医院的墙壁比教堂聆听了更多真诚的祈祷”​,5,0,,0,,,,0,,,-1,-1,,1,0,1,0,14,43
646,518595408,岳雨棚,男,,749,3,3,"家人们都说我像岳云鹏Plus版，那我这个显眼包就叫岳雨棚吧“岳同山，雨棚似港湾”

",3,0,,0,,,,0,,,-1,-1,,0,0,45,0,749,26850
647,452852981,也狗闯荡食品圈,保密,,419518,11,11,yegou0000嗯,6,0,,0,,,,0,,,-1,-1,,0,0,382,0,419518,2945412
648,304578055,Mr迷瞪,男,,1710885,186,186,装修科普，定期开团  微信群关注公众号Mr迷瞪获取二维码。vx：mrmideng4（本人） Q群 722592641,6,0,,61,有爱楷模,普通勋章,当前持有粉丝勋章最高等级>=10级,1,bilibili 2022百大UP主、2022年度潮流影响力奖UP主、知名UP主,,0,0,bilibili 2022百大UP主、2022年度潮流影响力奖UP主、知名UP主,2,1,278,0,1710885,4840365
649,417014129,尖商胖丁,男,,856841,15,15,最近不缺钱转行拍段子了,6,0,,0,,,,0,,,-1,-1,,1,0,516,0,856841,4909210
650,12193084,石大龙SH,男,,64,308,308,努力工作，努力减肥，享受生活。,6,0,,57,收集萌新,普通勋章,同时拥有粉丝勋章>=5个,0,,,-1,-1,,1,0,9,0,64,82
651,285868415,成都市场监管,保密,,674641,16,16,"成都市市场监管局官方账号
宇宙局来啦，吃吃喝喝家长里短，做最有烟火气的官方。",6,0,,0,,,,4,成都市市场监督管理局官方账号,,1,1,成都市市场监督管理局官方账号,1,0,174,0,674641,8944558
652,636477470,市监观察,保密,,591812,5,5,"关注市场热点，聚焦监管前沿
",6,0,,0,,,,0,,,-1,-1,,2,1,979,0,591812,8271472
653,52190805,麟宣森,男,,2300752,274,274,合作邮箱：1276798016@qq.com,6,3699,电子喵,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 知名美食UP主,,0,0,bilibili 知名美食UP主,2,1,138,0,2300752,23583564
654,480955546,婷婷很无语,女,,224558,22,22,"国家高级化妆师｜彩妆讲师 
商务合作联系mcndcdc@163.com",6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,1,bilibili 知名时尚UP主,,0,0,bilibili 知名时尚UP主,1,0,97,0,224558,1463080
655,2026561407,吃花椒的喵酱,保密,,4845366,19,19,,6,0,,0,,,,2,bilibili 2021新人奖UP主、媒体人王冰冰,,0,0,bilibili 2021新人奖UP主、媒体人王冰冰,2,1,26,0,4845366,16947767
656,49746395,GenJi是真想教会你,保密,,2301620,900,900,一个莫得感情的学习机器~记得抽90分钟来和Genji.一起终身成长! 微信公众号同名哦~,6,0,,62,有爱大佬,普通勋章,当前持有粉丝勋章最高等级>=15级,1,bilibili 知名科技UP主,,0,0,bilibili 知名科技UP主,2,1,118,0,2301620,3549818
657,329519036,韭菜实验室,男,,2218192,61,61,不想当韭菜？评测我们来！商务合作+V:ericteam。回收数码产品+V：jiucai66888。,6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 知名UP主,,0,0,bilibili 知名UP主,2,1,290,0,2218192,12856573
658,170939974,BEATBOX研究所,保密,,24283,82,82,"关注一切Beatbox事物，好奇心永远在线Esh！
交流群：111076",6,452,灵笼,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,0,,,-1,-1,,2,1,126,0,24283,105402
659,1732191677,火娃是爱豆,女,,67,0,0,,2,0,,0,,,,0,,,-1,-1,,1,0,1,0,67,397
660,611068158,闲白话闲哥,男,,110214,2,2,"3D无漆木门 全国销量第一
3D家居 中国最大的木门产品供应商
山东泰山足球俱乐部首席官方赞助商",6,0,,0,,,,0,,,-1,-1,,1,0,240,0,110214,337144
661,11270116,酒痴东梦,男,,1804778,325,325,总有一天会成为百大UP主的男人！商务联系QQ1494173425,6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 知名UP主,,0,0,bilibili 知名UP主,2,1,367,0,1804778,8196611
662,233658087,CNBeatbox,保密,,55408,364,364,中国beatbox锦标赛(CNBC)主办 官方Q群：1群 258345(已满)。2群:189017,6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,3,中国beatbox锦标赛官方账号,,1,1,中国beatbox锦标赛官方账号,1,0,1014,0,55408,367978
663,661849085,中国性学会,保密,,615626,7,7,努力做站内最科学最有趣的性医学科普！,6,0,,0,,,,6,中国性学会官方账号,,1,1,中国性学会官方账号,2,1,667,0,615626,859909
664,311871090,伟嘉gaara616,男,,972760,101,101,什么叫六小潮童？  合作VX：gaa616 ｜交流：gar0616,6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 知名时尚UP主,,0,0,bilibili 知名时尚UP主,2,1,706,0,972760,6740448
665,338927049,燕子堡BBQ学徒Ray,男,,1820791,219,219,"TB店：Ray的国际烧烤摊
调整为每周五下午更新
微博：燕子堡BBQ学徒Ray
商务vx：CHY323513",6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,1,bilibili 知名美食UP主,,0,0,bilibili 知名美食UP主,2,1,255,0,1820791,13041614
666,288711073,吃货小伟V,男,,572995,26,26,YouTube丶 微博丶公众号：吃货小伟 Q群号：334955807 商业合作VX:chihuoxiaowei0,6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,1,bilibili 知名美食UP主,第一届“bilibili新星计划”获奖者,0,0,bilibili 知名美食UP主,2,1,747,0,572995,7005670
667,90183256,36氪,保密,,2163440,98,98,解读财经热点，挖掘科技情报。讲述资本故事，与远见者同行--氪星研究所，带你先一步看到未来--,6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,5,36氪官方账号,,1,1,36氪官方账号,2,1,357,0,2163440,8036598
668,32685766,我是球球菌,保密,,541654,150,150,"搞笑美妆up主 中山大学｜港中大社会学硕士 合作邮箱：prqiuqiu@163.com
",6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,1,bilibili 知名时尚UP主,,0,0,bilibili 知名时尚UP主,2,1,72,0,541654,2198616
669,235555226,哔哩哔哩UP主服务中心,保密,,1892432,494,494,超正经一官方，苦心钻研UP主成长、交流和服务。日常带UP们整活儿，发小牌牌和福利～,6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,3,哔哩哔哩UP主运营官方账号,,1,1,哔哩哔哩UP主运营官方账号,2,1,408,0,1892432,8403728
670,19577966,李子柒,女,,7607930,1,1,李家有女，人称子柒。 联系邮箱：loveliziqi777@163.com,6,0,,0,,,,1,bilibili 知名美食UP主,,0,0,bilibili 知名美食UP主,1,0,143,0,7607930,13541075
671,1420982,黑猫厨房,女,,4581615,769,769,猴师傅：@家有猴师傅  围脖@黑猫厨房  合作请私信,6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 2021百大UP主、知名美食UP主,,0,0,bilibili 2021百大UP主、知名美食UP主,2,1,265,0,4581615,34381483
672,517503854,司厨明叔_official,保密,,63859,12,12,"遇见了就关注一下
想陪你吃遍全世界！
合作v：dcdcsh",5,0,,0,,,,0,,,-1,-1,,1,0,87,0,63859,404700
673,11914415,严伯钧,男,,381760,29,29,"不止是科普作家
主要聊科学，偶尔聊文艺
文津图书奖得主
代表作:《对立之美》《了不起的物理》《六极物理》
商务合作v:YanBojun_BD",6,0,,0,,,,1,bilibili 知名科技UP主,,0,0,bilibili 知名科技UP主,2,1,787,0,381760,3578705
674,485945015,骆王宇,男,,301282,3,3,"提倡精简护肤
➕早C晚A
➕科学且理性地使用酸类产品
➕用更少的产品发挥更大的效果
「买得痛快，更要买得明白」",6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,1,bilibili 知名时尚UP主,,0,0,bilibili 知名时尚UP主,1,0,84,0,301282,1069360
675,485099197,多亏多仔,保密,,75202,6,6,只吃饭不吃亏 / 其他账号看关注 / 到处搜索@多亏多仔 ,6,0,,0,,,,0,,,-1,-1,,1,0,23,0,75202,138563
676,484471495,人体彩绘Kika,女,,21093,6,6,微博@人体彩绘Kika  商务合作vx：dcdcsh,4,0,,0,,,,0,,,-1,-1,,0,0,27,0,21093,95409
677,380365313,探鹅情报局,保密,,22928,61,61,用发现的方式，让你更了解世界,5,0,,10,见习偶像,普通勋章,所有自制视频总播放数>=10万,0,,,-1,-1,,1,0,33,0,22928,21689
678,12861708,街森,男,,182286,213,213,CGTN英语记者,6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,1,bilibili 知名UP主,,0,0,bilibili 知名UP主,2,1,287,0,182286,735415
679,243872957,一碗编辑部,女,,254008,130,130,关注我！一起探索全上海便宜又好吃的宝藏小店！,6,0,,3,白银殿堂,高级勋章,单个自制视频总播放数>=10万,1,bilibili 知名美食UP主,,0,0,bilibili 知名美食UP主,1,0,113,0,254008,1380859
680,481838232,达尼DharniMusic,男,,127707,8,8,Beatbox世界冠军,6,0,,0,,,,2,2014GBBB Beatbox冠军，电音制作人,,0,0,2014GBBB Beatbox冠军，电音制作人,0,0,61,0,127707,468966
681,394067394,NathanRich火锅大王,男,,1474666,4,4,"首席技术官，时事评论
",6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,1,bilibili 知名UP主,,0,0,bilibili 知名UP主,1,0,144,0,1474666,7171555
682,275066658,方方FANTASIA,男,,166226,33,33,工作VX：f_valentina（备注合作）,6,0,,3,白银殿堂,高级勋章,单个自制视频总播放数>=10万,1,bilibili 知名时尚UP主,,0,0,bilibili 知名时尚UP主,0,0,254,0,166226,696762
683,405221209,一起去吃饭吧9821,男,,60979,2,2,,6,0,,3,白银殿堂,高级勋章,单个自制视频总播放数>=10万,0,,,-1,-1,,0,0,0,0,60979,275330
684,437316738,朱一旦的枯燥生活,男,,3500100,54,54,黑色幽默，感谢关注！ ,6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 2019百大UP主、知名UP主,,0,0,bilibili 2019百大UP主、知名UP主,1,0,287,0,3500100,49618835
685,196356191,翔翔大作战,男,,3993221,57,57,"小翔哥回来了，感谢3年来你们的不离不弃
@翔翔大作战 整活和美食
@拜托了小翔哥 记录日常
合作（v）：ruiyi222",6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 2019百大UP主、知名UP主,,0,0,bilibili 2019百大UP主、知名UP主,1,0,460,0,3993221,30937421
686,30643878,野食小哥,男,,1750763,162,162,"野食小哥2.0版本
全新出发
合作V：iflf1002",6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 2018百大UP主、 知名美食UP主,,0,0,bilibili 2018百大UP主、 知名美食UP主,1,0,225,0,1750763,6537235
687,1852181,ParmyAU,女,,572062,340,340,直播合约到期，有腰伤（康复训练中），期待再相聚❤️Weibo:@XX_ParmyAU,6,5647,魔法学院,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,1,bilibili 知名舞蹈UP主、直播高能主播,,0,0,bilibili 知名舞蹈UP主、直播高能主播,2,1,95,0,572062,1762800
688,164139557,活蹦乱跳的肥曈,保密,,1502902,90,90,"这里没有变态审美身材焦虑 希望大家都快乐吃喝开心做自己！！！！（嘶吼
工作邮箱：pengmeili827@sina
走向世界的彭美丽 ",6,0,,0,,,,1,bilibili 2018百大UP主,,0,0,bilibili 2018百大UP主,1,0,194,0,1502902,7377949
689,466272,bili_466272,保密,,4101743,9,9,爱比讨厌更有力量。,6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,0,,,-1,-1,,1,0,0,0,4101743,34045025
690,247158031,YOKIKI_OFFICIAL,男,,207999,3,3,微博：@OhaYokiki 请多多关注！商务垂询请联系：info＠vstarjapan.com,6,0,,9,出道偶像,高级勋章,所有自制视频总播放数>=50万,0,,,-1,-1,,1,0,273,0,207999,867905
691,432232468,口罩丢丢,男,,33,495,495,"·白血病帅哥
·希望我抗白的态度和故事是一盏灯?
·去挥霍和珍惜是同一件事情",5,0,,0,,,,0,,,-1,-1,,1,0,3,0,33,196
692,323794482,罗肖尼Shawney,男,,309234,196,196,"""Farm boy with book in hand""",6,0,,0,,,,0,,,-1,-1,,1,0,4,0,309234,384555
693,473532576,好叫好伐,男,,319338,35,35,全上海最有趣的街头采访 | 商务合作请加linzhu111111,6,0,,3,白银殿堂,高级勋章,单个自制视频总播放数>=10万,0,,,-1,-1,,1,0,417,0,319338,1232202
694,3493109530888358,王鹤棣_Dylan,男,,337867,2,2,,6,0,,0,,,,2,演员王鹤棣,,0,0,演员王鹤棣,2,1,10,0,337867,375848
695,323604454,联普日语社区,保密,,19656,4,4,更多日语工作、赛事、讲座、培训、实习、留学、资讯…敬请关注gzh【联普日语社区】^_^,4,0,,10,见习偶像,普通勋章,所有自制视频总播放数>=10万,0,,,-1,-1,,1,0,817,0,19656,18133
696,477203587,真本老师在中国,男,,13913,137,137,高考日语，口语辅导，赴日留学免费咨询（语言学校、本科、硕士）。欢迎随时联系。,5,0,,0,,,,0,,,-1,-1,,2,1,84,0,13913,28205
697,2057244674,飒马_soma,男,,37011,56,56,日本人｜中日文化差异，日本文化｜粤语学习进行中｜双语字幕,6,0,,10,见习偶像,普通勋章,所有自制视频总播放数>=10万,0,,,-1,-1,,0,0,61,0,37011,159339
698,33159465,冥王巛小鑫,保密,,9,148,148,啊吧~啊吧~啊吧,5,0,,0,,,,0,,,-1,-1,,1,0,1,0,9,26
699,1208765097,加藤在小赵家,女,,188,5,5,"分享点废片合集
证明给加藤看，这些废片是能用的",3,0,,0,,,,0,,,-1,-1,,0,0,11,0,188,218
700,25175185,小蔡在东京,男,,526340,139,139,会唱歌跳舞英语日语的全能小蔡。微博同名。看房号：东京看房小探长商务合作:282615873 看房:rixing-7,6,0,,0,,,,1,bilibili 知名舞蹈UP主,,0,0,bilibili 知名舞蹈UP主,1,0,598,0,526340,9017899
701,8731060,富贵的沙雕日记,男,,585091,306,306,人就活一次，答应我，能多快乐就多快乐的活！,6,0,,0,,,,1,bilibili 知名Vlog UP主,,0,0,bilibili 知名Vlog UP主,2,1,252,0,585091,3596394
702,1644053613,是个泡泡_Pao,男,,2334407,6,6,跟我一起吃遍美国呀！,6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 知名UP主,,0,0,bilibili 知名UP主,0,0,118,0,2334407,14699664
703,1446016162,茜茜是小仙女_,女,,12173,0,0,"一对正在奋斗的95后夫妻
记录积极真实的奋斗日子",6,0,,0,,,,0,,,-1,-1,,1,0,25,0,12173,162222
704,2127878719,腾宝乐煎饼果子,女,,44960,51,51,"腾宝乐煎饼果子（青岛店）
煎饼果子小本创业
tengbaole2021618",6,0,,0,,,,0,,,-1,-1,,0,0,193,0,44960,733830
705,2090086315,大大的番茄大大,保密,,12971,9,9,生椰美式吖 是我,5,0,,0,,,,0,,,-1,-1,,0,0,95,0,12971,18895
706,482397105,桐哥讲公专,男,,51329,0,0,公安专业科目特级讲师,6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,0,,,-1,-1,,0,0,5,0,51329,30936
707,31399640,流影言志,男,,422564,49,49,喜欢写字，分享自录自写的原创视频，关注微信公众号：流影言志，微博：@流影言志，行楷课程下载cctalk搜：流影言志即可报名,6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,1,bilibili 知名UP主,,0,0,bilibili 知名UP主,2,1,506,0,422564,1256840
708,17600023,乐神LOCKSON,男,,34105,829,829,广东人，影视万金油民工，平时就喜欢自己评测一下最新的器材，以及任何我想上传的视频，请关注,6,0,,3,白银殿堂,高级勋章,单个自制视频总播放数>=10万,7,Vlog领域优质UP主,,0,0,Vlog领域优质UP主,2,1,317,0,34105,102107
709,220004422,爱迟到的一栗砂籽,女,,3940,18,18,"请尊重发布的视频谢谢 ^o^
恶意评论骂人者直接删评拉黑୧⍢⃝୨",5,0,,10,见习偶像,普通勋章,所有自制视频总播放数>=10万,0,,,-1,-1,,2,1,1444,0,3940,114124
710,3493137859218035,丽丽lily学会计,保密,,2303,19,19,上岸的人才知道当年走了多少冤枉路,4,0,,0,,,,0,,,-1,-1,,0,0,44,0,2303,2957
711,1620762247,公考哲子,女,,66833,6,6,考生视角学行测；非常擅长归纳总结！交流群+vx dnaw999；想要课程ppt：关注后私信“课件”。,6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,0,,,-1,-1,,0,0,167,0,66833,83840
712,680201818,佳宜聊公基常识,保密,,34711,3,3,关注后后台私信会自动回复讲义获取方式,5,0,,0,,,,0,,,-1,-1,,0,0,81,0,34711,18537
713,1550393658,好考网,保密,,11670,5,5,进23年学习群领取备考礼包请添加VX：haokao01备注【B站】,4,0,,0,,,,3,好考网官方账号,,1,1,好考网官方账号,0,0,89,0,11670,4228
714,1141159409,AI视频小助理,保密,,325547,1002,1002,@AI视频小助理 总结一下 / 高能空降,4,0,,0,,,,1,bilibili 知名UP主,,0,0,bilibili 知名UP主,2,1,4,0,325547,40272
715,386603428,思拓凡,女,,11245,4,4,Hi! Cytiva来到B站啦！我们正在逐渐完善内容，产品或技术咨询欢迎拨打热线电话：400-810-9118。,3,0,,0,,,,3,思拓凡官方账号,,1,1,思拓凡官方账号,1,0,176,0,11245,3526
716,32533840,对啊网,保密,,1174144,11,11,小编在此等候多时了，同学们督促自己多看视频哦~课程问题反馈、商务合作、免费课程授权加vx：ziliaopeiqi,6,0,,3,白银殿堂,高级勋章,单个自制视频总播放数>=10万,3,对啊网官方账号,,1,1,对啊网官方账号,1,0,1357,0,1174144,888897
717,471259688,深空之眼手游,保密,,1353606,60,60,《深空之眼》手游官方帐号,6,0,,0,,,,3,深空之眼 手游官方账号,,1,1,深空之眼 手游官方账号,2,1,116,0,1353606,2902020
718,1190450198,琬琬儿房车旅居,女,,1210,3,3,"·直播在dy：琬琬儿
·演员与音乐人的房车旅居日记
·记录→自驾旅行 | 演员日记 | 房车生活
#演员的拍戏日常 #地球流浪者房车",2,0,,4,青铜殿堂,普通勋章,单个自制视频总播放数>=1万,0,,,-1,-1,,0,0,38,0,1210,2859
719,1821838608,茶汤哥边境游,保密,,65270,7,7,环行祖国边境线进行中，关注我带你看更多祖国美丽风景。,6,0,,0,,,,0,,,-1,-1,,0,0,327,0,65270,788460
720,25553835,弦子Stringer,保密,,21336,9,9,,4,0,,0,,,,2,歌手/演员,,0,0,歌手/演员,2,1,6,0,21336,16977
721,2087741451,土豆文化传播者-浩子,保密,,576,181,181,土豆！马铃薯！土豆！马铃薯！土豆！马铃薯！土豆！马铃薯！土豆！马铃薯！土豆！马铃薯！土豆！马铃薯！土豆！马铃薯！土豆！马铃薯！土豆！马铃薯！,5,0,,0,,,,0,,,-1,-1,,0,0,0,0,576,105
722,3494380272880443,太帅视频,保密,,23750,42,42,想看更多，最新短剧，可+威duanju198198,5,3699,电子喵,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,0,,,-1,-1,,0,0,189,0,23750,83837
723,67610576,噶噶123,保密,,184,54,54,,3,0,,0,,,,0,,,-1,-1,,0,0,43,0,184,182
724,3494354805066557,鹰潭文旅,保密,,453,4,4,鹰潭，是世界铜都 中华道都 智慧美城。,2,0,,3,白银殿堂,高级勋章,单个自制视频总播放数>=10万,4,鹰潭市文化广电新闻出版旅游局,,1,1,鹰潭市文化广电新闻出版旅游局,0,0,53,0,453,5961
725,515468594,农夫CC,男,,985412,331,331,終身學習，知行合一。,6,294,茶啊二中,0,,,,1,bilibili 知名UP主,,0,0,bilibili 知名UP主,2,1,317,0,985412,872192
726,511599513,iMuseums,保密,,266947,7,7,路漫漫其修远兮，吾将上下而求索,6,0,,0,,,,0,,,-1,-1,,0,0,230,0,266947,330101
727,515687504,龙门天成,男,,54020,4,4,上明下德字号天成，出世入世借假修真，明心明性大道天成，V：LMTC68885（注明来意）,5,0,,0,,,,0,,,-1,-1,,0,0,61,0,54020,67580
728,46749593,律林君习语,保密,,10227,260,260,"凡是不能说的，我们就该去做。——《柏拉图的理想国》
微信公众号：律林君习语",5,0,,0,,,,0,,,-1,-1,,0,0,32,0,10227,19406
